Frontend_File,Frontend_Function,HTTP_Method,Frontend_URL,Backend_File,Backend_Function,Backend_Route,Database_Tables,Stored_Procedures,Flow_Calls,Response_Model,Response_Fields,Nested_Fields,Table_Column_Details
workflows.ts,getWorkflowNotification,GET,/api/v2/workflows/notifications/{engagement_id}/{notification_id},workflows\notifications.py,get_notification,/api/v2/workflows/notifications/{dc_engagement_id}/{notification_id},DC_WF_NOTIFICATION;DC_WF_ACTION_ITEM;DC_WF_BACKGROUND_JOB,,,TaskNotificationDetail,data,,"DC_WF_NOTIFICATION:[CREATE_DTM,DC_ENGAGEMENT_ID,DC_USER_ID,NOTIFICATION_CATEGORY,NOTIFICATION_ID,REQUEST_ID,SUBJECT,TREE_ID,UPDATE_DTM];DC_WF_ACTION_ITEM:[ACTION_LABEL,PARENT_ID,TREE_ID,UI_ENUM];DC_WF_BACKGROUND_JOB:[CANVAS_ID,DC_ENGAGEMENT_ID,DC_USER_ID,EXTERNAL_JOB_ID,EXTERNAL_RUN_ID,REQUEST_ID,WORKFLOW_ENUM]"
workflows.ts,postWorkflowSignOff,POST,/api/v2/workflows/sign_off,workflows\signoff.py,submit_sign_off,/api/v2/workflows/sign_off,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR;DC_WF_IB_SIGNOFF,,,V2SignOffAPIResponse,"signoff_method_id,signoff_event_id,sign_off_identity_id,defer_signoff_reason_id,effective_date,is_deferred,booking_contract,dc_engagement_id,dc_user_id,notes",,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_WF_IB_SIGNOFF:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DEFER_SIGNOFF_REASON_ID,EFFECTIVE_DATE,NOTES,SIGNOFF_EVENT_ID,SIGNOFF_METHOD_ID,SIGN_OFF_IDENTITY_ID]"
workflows.ts,uploadCustomerFile,POST,/api/v2/workflows/evidence_uploads/customer,workflows\evidence_uploads.py,submit_customer_file,/api/v2/workflows/evidence_uploads/customer,,,create_evidence_customer_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,uploadCollectorFile,POST,/api/v2/workflows/evidence_uploads/collector,workflows\evidence_uploads.py,submit_collector_file,/api/v2/workflows/evidence_uploads/collector,,,create_evidence_collector_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,generateSiteReport,POST,/api/v2/workflows/lookups/site-report,workflows\lookups.py,generate_site_report,/api/v2/workflows/lookups/site-report,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,,,,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
workflows.ts,generateACATReport,POST,/api/v2/workflows/lookups/acat-discovery,workflows\lookups.py,generate_acat_report,/api/v2/workflows/lookups/acat-discovery,,,create_acat_discovery_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,generateHostnameRelinkReport,POST,/api/v2/workflows/lookups/host-name-relink,workflows\lookups.py,generate_host_name_relink,/api/v2/workflows/lookups/host-name-relink,,,create_host_name_relink_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,generateHostnameSiteMovesReport,POST,/api/v2/workflows/lookups/host-name-site-moves,workflows\lookups.py,generate_host_name_site_moves,/api/v2/workflows/lookups/host-name-site-moves,,,create_host_name_site_moves_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,generateSNIFReport,POST,/api/v2/workflows/lookups/snif-report,workflows\lookups.py,generate_snif_report,/api/v2/workflows/lookups/snif-report,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,,,,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
workflows.ts,postBulkTagging,POST,/api/v2/workflows/bulk_instance_tagging,workflows\workflow_tagging.py,submit_bulk_instance_tagging,/api/v2/workflows/bulk_instance_tagging,,,create_bulk_tagging_flow,,,,
workflows.ts,getTagHistory,POST,/api/v2/workflows/lookups/tag-history,workflows\lookups.py,generate_tag_history_report,/api/v2/workflows/lookups/tag-history,,,create_tag_history_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
workflows.ts,postInstanceTagging,POST,/api/v2/workflows/instance_tagging,workflows\workflow_tagging.py,submit_instance_tagging,/api/v2/workflows/instance_tagging,DC_TAGS,,create_instance_tagging_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,"DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
workflows.ts,postSerialTagging,POST,/api/v2/workflows/serial_tagging,workflows\workflow_tagging.py,submit_serial_tagging,/api/v2/workflows/serial_tagging,DC_TAGS,,create_serial_tagging_flow,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,"DC_TAGS:[TAGSET_ID,TAG_DESC,TAG_ID,TAG_NAME]"
workflows.ts,postSeaFile,POST,/api/v2/workflows/sea_upload,workflows\sea_upload.py,submit_sea_upload,/api/v2/workflows/sea_upload,,load_sea_data,,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
canvas-table.tsx,CanvasTable,PUT,/api/v2/canvas/{canvas_id}/enable,canvas.py,enable_canvas,/api/v2/canvas/{canvas_id}/enable,DC_CAM_TO_ENGAGEMENT;DC_CANVAS_HDR,,,dict,,,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_CANVAS_HDR:[CANVAS_DESC,CANVAS_ID,CANVAS_NAME,CANVAS_STATUS,CANVAS_TYPE,CURRENT_SNAPSHOT_NAME,DC_ENGAGEMENT_ID,ENABLED,FILE_PATH,FILE_UPLOAD_STATUS,HISTORICAL_SNAPSHOT_NAME,NOTIFICATION_ID,ROWCOUNT,SOURCE_DATA_DATE_FILTER]"
